EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,NETPR,PEINH,MWSKZ,EINDT
451335,20,M431,US01,0002,9,192.29,1,A1,2025-08-25
451335,41,M901,US01,0001,8,233.57,1,A1,2025-10-09
451335,52,M894,US01,0002,7,207.21,1,A1,2025-10-19
451336,20,M887,US01,0001,14,688.73,1,V0,2025-09-01
451336,88,M622,US01,0002,17,130.83,1,V0,2025-09-23
451337,17,M257,US01,0001,6,317.77,1,V0,2025-09-23
451337,82,M969,US01,0002,20,816.54,1,A0,2025-09-09
451337,70,M113,US01,0002,17,68.96,1,A0,2025-10-25
451337,42,M376,US01,0002,16,735.1,1,A0,2025-09-27
451338,73,M275,US01,0002,7,377.19,1,A0,2025-09-22
451338,90,M547,US01,0002,11,628.89,1,A1,2025-09-04
451338,30,M376,US01,0001,5,848.0,1,V0,2025-09-03
451339,12,M776,US01,0001,13,294.95,1,A1,2025-11-13
451339,72,M166,US01,0002,9,668.47,1,A1,2025-10-22
451340,52,M841,US01,0002,20,366.67,1,V0,2025-10-07
451341,69,M249,US01,0002,12,173.92,1,A0,2025-09-27
451342,99,M412,US01,0001,6,676.99,1,A1,2025-08-31
451342,76,M746,US01,0002,12,240.89,1,A1,2025-09-03
451342,53,M794,US01,0002,2,453.24,1,V0,2025-10-13
451342,42,M610,US01,0001,8,747.16,1,A0,2025-09-02
451343,66,M416,US01,0002,6,415.41,1,V0,2025-10-19
451344,57,M306,US01,0001,3,648.28,1,A0,2025-10-26
451344,71,M968,US01,0002,5,896.96,1,V0,2025-10-24
451345,54,M899,US01,0002,19,352.81,1,A1,2025-11-02
451345,90,M746,US01,0002,16,930.15,1,V0,2025-10-14
451345,68,M412,US01,0001,13,867.61,1,A1,2025-09-22
451345,15,M805,US01,0001,20,735.96,1,A1,2025-08-31
451346,11,M933,US01,0002,16,90.83,1,A1,2025-11-04
451347,98,M683,US01,0002,3,173.06,1,V0,2025-10-19
451347,68,M748,US01,0002,2,312.17,1,V0,2025-10-29
451347,94,M936,US01,0001,4,754.02,1,A1,2025-09-10
451347,27,M473,US01,0001,10,95.9,1,A0,2025-11-09
451348,48,M609,US01,0002,7,758.39,1,A0,2025-09-24
451348,91,M527,US01,0001,14,905.48,1,V0,2025-10-27
451348,40,M609,US01,0002,19,815.59,1,A1,2025-08-31
451349,29,M894,US01,0002,20,808.73,1,V0,2025-09-12
451349,28,M474,US01,0002,2,551.25,1,V0,2025-10-21
451349,85,M843,US01,0001,15,454.96,1,A1,2025-10-05
451349,48,M686,US01,0001,12,315.7,1,A1,2025-09-15
451350,47,M232,US01,0002,11,779.36,1,A0,2025-08-25
451351,38,M172,US01,0002,7,649.04,1,V0,2025-09-07
451351,56,M721,US01,0002,10,439.03,1,A0,2025-11-06
451351,90,M536,US01,0002,5,894.39,1,A1,2025-09-22
451351,68,M689,US01,0002,9,372.29,1,A0,2025-11-03
451352,29,M839,US01,0001,13,366.55,1,A1,2025-09-24
451352,28,M410,US01,0002,10,741.49,1,A1,2025-10-18
451352,39,M604,US01,0002,1,222.56,1,A1,2025-10-08
451352,24,M829,US01,0002,20,412.6,1,V0,2025-11-13
451353,90,M699,US01,0002,15,100.07,1,A1,2025-08-31
451353,51,M160,US01,0002,7,234.25,1,A0,2025-10-03
451354,89,M172,US01,0002,8,624.04,1,A0,2025-09-08
451354,89,M270,US01,0002,9,989.07,1,A0,2025-11-11
451354,11,M254,US01,0002,10,843.82,1,A0,2025-09-08
451354,95,M721,US01,0001,20,644.66,1,A0,2025-10-11
451355,96,M829,US01,0002,17,354.24,1,V0,2025-10-10
451355,34,M913,US01,0001,1,566.85,1,A0,2025-09-05
451355,53,M416,US01,0002,19,804.61,1,A1,2025-10-16
451356,24,M601,US01,0001,6,890.13,1,A1,2025-08-17
451356,94,M336,US01,0002,6,111.57,1,A0,2025-09-10
451356,34,M319,US01,0002,1,435.89,1,A0,2025-09-14
451357,25,M230,US01,0002,11,107.66,1,V0,2025-11-05
451357,67,M232,US01,0002,15,993.63,1,A0,2025-10-30
451357,12,M502,US01,0001,2,418.22,1,V0,2025-11-03
451357,51,M172,US01,0002,6,958.96,1,A1,2025-09-24
451358,24,M380,US01,0001,4,921.7,1,A0,2025-10-27
451358,15,M527,US01,0002,9,598.13,1,A1,2025-09-30
451358,90,M258,US01,0002,13,451.0,1,V0,2025-09-30
451359,19,M685,US01,0001,19,413.28,1,A1,2025-11-06
451360,71,M270,US01,0002,16,952.56,1,V0,2025-10-24
451360,80,M932,US01,0002,7,297.05,1,A0,2025-10-09
451361,76,M936,US01,0002,16,821.92,1,V0,2025-08-28
451361,87,M114,US01,0001,15,611.6,1,A0,2025-11-13
451361,98,M794,US01,0001,13,330.84,1,A0,2025-10-17
451362,18,M538,US01,0002,14,516.6,1,A0,2025-10-27
451363,23,M902,US01,0002,6,138.04,1,V0,2025-10-14
451363,57,M760,US01,0001,10,462.19,1,A1,2025-08-18
451363,69,M968,US01,0002,12,286.96,1,A0,2025-09-18
451364,84,M618,US01,0002,6,116.6,1,A1,2025-08-23
451364,49,M751,US01,0001,5,375.53,1,A1,2025-09-13
451365,51,M833,US01,0002,18,262.21,1,A1,2025-09-01
451365,71,M859,US01,0001,8,636.4,1,A1,2025-08-17
451365,27,M208,US01,0002,12,734.94,1,V0,2025-10-31
451365,29,M700,US01,0002,18,609.54,1,V0,2025-09-15
451366,65,M473,US01,0001,12,612.96,1,A1,2025-11-12
451366,38,M908,US01,0001,2,849.47,1,A0,2025-09-29
451366,84,M243,US01,0002,3,816.93,1,A1,2025-09-01
451367,71,M792,US01,0002,10,241.36,1,V0,2025-09-12
451368,77,M459,US01,0002,2,161.01,1,A0,2025-09-23
451368,80,M776,US01,0001,19,276.47,1,V0,2025-10-24
451368,52,M254,US01,0002,1,794.47,1,A0,2025-10-30
451369,16,M336,US01,0001,14,643.01,1,A0,2025-10-08
451369,60,M431,US01,0001,3,987.62,1,A0,2025-08-21
451370,51,M257,US01,0002,10,485.75,1,A1,2025-10-26
451370,71,M843,US01,0001,11,870.96,1,A0,2025-10-20
451370,96,M336,US01,0001,15,192.05,1,A1,2025-11-03
451371,51,M700,US01,0001,7,187.8,1,V0,2025-10-12
451371,56,M969,US01,0001,18,343.84,1,V0,2025-11-13
451372,57,M113,US01,0002,3,902.42,1,A0,2025-09-14
451372,64,M969,US01,0001,9,376.73,1,V0,2025-10-01
451372,30,M908,US01,0002,18,864.19,1,A0,2025-08-27
451372,55,M256,US01,0002,3,568.19,1,V0,2025-08-17
451373,10,M936,US01,0002,3,74.63,1,A1,2025-09-03
451373,70,M746,US01,0002,16,928.85,1,A0,2025-10-23
451373,45,M618,US01,0001,20,974.25,1,A1,2025-11-02
451373,37,M173,US01,0002,8,512.06,1,A1,2025-08-24
451374,76,M589,US01,0001,16,65.56,1,V0,2025-09-24
451375,22,M421,US01,0002,12,591.19,1,A1,2025-10-07
451375,18,M166,US01,0002,2,415.62,1,A0,2025-09-03
451376,94,M617,US01,0001,15,171.89,1,V0,2025-08-19
451376,84,M899,US01,0002,6,285.49,1,V0,2025-10-11
451377,12,M380,US01,0002,14,298.04,1,A1,2025-08-22
451377,79,M682,US01,0002,18,630.67,1,V0,2025-10-18
451378,87,M617,US01,0001,18,904.88,1,A0,2025-08-24
451378,44,M231,US01,0001,19,832.78,1,V0,2025-11-05
451378,24,M249,US01,0002,7,548.35,1,V0,2025-08-24
451378,93,M306,US01,0002,4,176.8,1,A1,2025-11-04
451379,13,M138,US01,0001,4,647.18,1,A0,2025-10-01
451380,34,M617,US01,0002,4,391.78,1,A0,2025-10-29
451380,74,M908,US01,0002,1,575.3,1,A0,2025-10-16
451380,26,M376,US01,0001,9,684.46,1,A0,2025-09-20
451380,37,M289,US01,0001,4,947.66,1,A1,2025-09-08
451381,11,M714,US01,0001,8,127.47,1,A1,2025-10-18
451381,67,M700,US01,0001,13,911.3,1,A0,2025-09-09
451381,83,M932,US01,0002,16,101.45,1,A0,2025-11-12
451381,41,M870,US01,0001,8,73.39,1,A1,2025-08-16
451382,22,M555,US01,0001,19,266.44,1,A0,2025-11-01
451383,33,M957,US01,0002,16,724.76,1,A0,2025-09-25
451383,67,M113,US01,0002,20,401.88,1,V0,2025-08-31
451384,84,M776,US01,0002,2,506.94,1,A1,2025-11-02
451384,12,M487,US01,0002,15,640.46,1,V0,2025-10-01
451385,36,M695,US01,0001,7,133.12,1,V0,2025-10-05
451385,40,M243,US01,0002,2,875.26,1,A0,2025-09-23
451385,79,M283,US01,0001,12,593.09,1,A1,2025-09-05
451385,23,M751,US01,0001,15,335.27,1,A1,2025-11-07
451386,93,M829,US01,0001,10,617.17,1,V0,2025-11-05
451386,77,M538,US01,0001,14,698.78,1,V0,2025-09-03
451387,16,M114,US01,0001,4,978.43,1,A0,2025-09-03
451387,68,M527,US01,0002,4,597.95,1,A1,2025-10-04
451387,74,M683,US01,0002,1,389.01,1,A0,2025-10-25
451387,65,M258,US01,0001,18,913.49,1,A1,2025-10-23
451388,25,M181,US01,0001,7,894.45,1,V0,2025-10-20
451388,81,M256,US01,0002,10,219.61,1,V0,2025-10-19
451388,71,M899,US01,0002,9,967.39,1,A0,2025-09-06
451388,18,M894,US01,0001,16,539.93,1,A1,2025-09-14
451389,97,M453,US01,0002,15,368.94,1,A0,2025-10-22
451390,82,M938,US01,0001,12,979.61,1,A1,2025-09-04
451390,39,M853,US01,0002,20,586.87,1,A1,2025-08-21
451390,74,M221,US01,0002,6,649.09,1,V0,2025-09-14
451390,80,M431,US01,0001,17,868.66,1,V0,2025-09-21
451391,24,M256,US01,0001,1,80.08,1,A0,2025-09-03
451391,24,M920,US01,0002,17,655.51,1,A1,2025-09-11
451391,35,M860,US01,0001,8,497.66,1,A1,2025-08-21
451392,45,M173,US01,0002,14,166.92,1,A0,2025-10-27
451392,80,M361,US01,0002,18,84.06,1,A1,2025-10-07
451392,65,M748,US01,0002,15,431.48,1,V0,2025-09-08
451393,36,M455,US01,0001,12,594.53,1,V0,2025-09-03
451394,32,M249,US01,0001,14,862.16,1,A1,2025-10-06
451394,15,M878,US01,0002,4,852.57,1,A0,2025-11-09
451395,27,M172,US01,0001,5,93.35,1,A0,2025-10-28
451396,37,M555,US01,0001,17,833.17,1,A1,2025-11-03
451397,65,M835,US01,0001,12,159.57,1,V0,2025-11-08
451397,10,M212,US01,0002,14,678.68,1,A0,2025-10-26
451398,96,M138,US01,0002,9,912.68,1,A0,2025-11-10
451398,99,M981,US01,0001,16,318.88,1,A0,2025-11-07
451399,85,M685,US01,0002,13,316.56,1,V0,2025-11-09
451399,35,M936,US01,0001,18,93.69,1,V0,2025-11-13
451399,27,M231,US01,0001,7,263.77,1,A0,2025-10-28
451400,21,M981,US01,0001,11,799.48,1,A0,2025-08-31
451400,77,M166,US01,0002,20,797.05,1,A0,2025-09-12
451400,43,M107,US01,0002,6,899.24,1,A1,2025-10-22
451400,42,M487,US01,0002,13,155.16,1,A1,2025-10-10
451401,37,M953,US01,0001,2,82.45,1,V0,2025-08-26
451401,27,M686,US01,0001,5,315.83,1,A0,2025-10-01
451401,90,M816,US01,0001,15,606.48,1,A0,2025-08-20
451402,80,M676,US01,0001,7,232.1,1,A0,2025-10-17
451402,19,M453,US01,0001,16,309.77,1,A0,2025-09-12
451402,39,M410,US01,0002,19,671.02,1,A0,2025-10-11
451402,84,M228,US01,0002,15,227.0,1,A1,2025-10-10
451403,13,M676,US01,0001,5,223.39,1,A1,2025-09-17
451404,83,M416,US01,0001,3,514.31,1,A1,2025-09-24
451404,12,M382,US01,0001,10,353.48,1,V0,2025-10-26
451405,72,M262,US01,0002,10,629.89,1,A1,2025-08-29
451405,74,M487,US01,0001,20,500.43,1,A1,2025-10-31
451406,76,M114,US01,0002,4,675.91,1,V0,2025-10-16
451406,85,M336,US01,0001,17,388.56,1,A0,2025-09-10
451406,97,M538,US01,0001,1,205.25,1,A1,2025-09-26
451407,66,M281,US01,0001,1,990.98,1,V0,2025-09-27
451408,69,M810,US01,0001,13,541.48,1,V0,2025-09-15
451409,66,M622,US01,0002,12,196.77,1,A0,2025-10-18
451410,56,M827,US01,0002,1,936.77,1,A1,2025-09-28
451411,28,M181,US01,0002,6,328.06,1,A0,2025-10-17
451412,69,M281,US01,0002,12,455.07,1,V0,2025-09-04
451412,90,M699,US01,0002,10,253.51,1,A1,2025-08-19
451413,29,M695,US01,0001,9,772.14,1,A0,2025-10-11
451413,61,M204,US01,0001,14,766.47,1,A0,2025-08-17
451414,65,M886,US01,0002,2,399.71,1,A1,2025-09-13
451414,96,M901,US01,0002,18,736.83,1,A0,2025-10-04
451414,64,M404,US01,0001,14,811.2,1,A1,2025-09-17
451415,50,M954,US01,0002,6,350.81,1,V0,2025-10-23
451415,64,M249,US01,0002,16,960.92,1,V0,2025-10-30
451416,28,M794,US01,0002,14,488.08,1,V0,2025-10-23
451417,82,M604,US01,0001,16,974.77,1,V0,2025-11-05
451417,88,M835,US01,0001,14,363.22,1,V0,2025-11-01
451417,97,M676,US01,0001,3,529.2,1,V0,2025-09-04
451418,73,M718,US01,0001,4,125.59,1,A1,2025-10-13
451419,82,M901,US01,0001,4,304.93,1,A1,2025-11-06
451420,20,M839,US01,0002,2,799.8,1,A0,2025-09-09
451420,10,M951,US01,0001,13,167.17,1,A1,2025-11-08
451421,30,M181,US01,0001,14,832.22,1,V0,2025-08-30
451422,91,M878,US01,0002,9,846.51,1,A0,2025-09-10
451422,36,M718,US01,0002,19,773.88,1,A0,2025-10-23
451422,45,M938,US01,0001,4,954.35,1,A1,2025-10-30
451422,46,M421,US01,0001,16,550.22,1,V0,2025-11-05
451423,30,M714,US01,0001,10,732.16,1,A0,2025-10-31
451424,58,M482,US01,0001,6,670.9,1,A0,2025-11-10
451424,29,M805,US01,0001,1,254.61,1,A1,2025-10-28
451425,71,M243,US01,0001,7,702.61,1,V0,2025-09-12
451425,47,M339,US01,0001,1,981.82,1,A0,2025-08-25
451426,64,M682,US01,0002,7,71.43,1,V0,2025-10-28
451426,75,M173,US01,0001,11,388.57,1,V0,2025-08-19
451427,97,M829,US01,0001,10,948.0,1,V0,2025-08-28
451427,90,M954,US01,0002,10,238.66,1,V0,2025-08-20
451428,36,M361,US01,0001,11,121.35,1,A1,2025-08-20
451428,93,M981,US01,0002,14,667.99,1,A1,2025-10-09
451429,34,M839,US01,0001,16,204.31,1,A0,2025-08-25
451430,20,M138,US01,0001,15,203.64,1,A1,2025-11-01
451431,32,M414,US01,0001,1,956.52,1,A0,2025-09-16
451431,79,M751,US01,0002,11,575.28,1,V0,2025-10-11
451431,27,M142,US01,0001,3,333.19,1,A1,2025-09-20
451431,28,M256,US01,0002,8,832.94,1,A1,2025-09-01
451432,44,M760,US01,0001,20,325.39,1,V0,2025-08-19
451433,72,M368,US01,0001,6,919.42,1,V0,2025-11-04
451433,29,M258,US01,0001,10,184.95,1,V0,2025-11-11
451433,59,M465,US01,0001,16,118.64,1,A1,2025-09-25
451433,96,M776,US01,0001,18,298.21,1,V0,2025-09-05
451434,55,M589,US01,0002,12,304.17,1,A1,2025-11-02
451434,42,M258,US01,0002,15,538.86,1,A0,2025-08-22
451435,79,M339,US01,0002,14,170.37,1,A0,2025-09-05
451435,51,M360,US01,0001,14,189.28,1,V0,2025-09-10
451435,36,M877,US01,0002,13,805.24,1,V0,2025-09-10
451435,48,M204,US01,0001,7,185.17,1,A0,2025-09-25
451436,18,M794,US01,0002,8,406.37,1,V0,2025-09-16
451436,60,M487,US01,0002,8,925.14,1,A1,2025-08-21
451436,49,M968,US01,0001,17,901.71,1,A0,2025-08-29
451436,19,M676,US01,0002,5,341.13,1,A0,2025-08-21
451437,19,M987,US01,0002,11,674.89,1,A0,2025-10-12
451438,84,M275,US01,0002,8,61.38,1,A0,2025-08-30
451438,17,M860,US01,0001,20,506.01,1,V0,2025-10-10
451438,91,M204,US01,0001,12,299.55,1,A1,2025-08-19
451438,96,M676,US01,0002,8,718.93,1,V0,2025-08-23
451439,18,M901,US01,0002,16,691.29,1,A0,2025-09-09
451439,25,M266,US01,0001,5,816.56,1,V0,2025-10-03
451440,36,M341,US01,0002,11,108.94,1,V0,2025-08-19
451441,97,M751,US01,0002,14,250.78,1,A1,2025-11-05
451441,18,M936,US01,0002,1,857.49,1,A1,2025-09-04
451441,57,M961,US01,0002,17,838.62,1,A0,2025-10-01
451442,82,M953,US01,0002,19,502.76,1,V0,2025-10-04
451442,27,M968,US01,0001,5,940.81,1,A0,2025-09-10
451443,87,M306,US01,0001,14,223.72,1,A1,2025-10-25
451443,22,M750,US01,0001,14,720.34,1,A1,2025-10-05
451444,28,M373,US01,0002,3,946.97,1,A1,2025-09-02
451445,41,M173,US01,0002,16,356.73,1,A0,2025-09-01
451445,72,M686,US01,0001,20,848.75,1,A1,2025-11-02
451446,41,M751,US01,0002,17,559.88,1,V0,2025-11-09
451446,49,M908,US01,0001,10,480.21,1,A1,2025-10-24
451446,21,M721,US01,0002,18,366.85,1,V0,2025-10-16
451447,31,M859,US01,0002,16,575.89,1,A1,2025-08-21
451447,16,M870,US01,0001,14,418.05,1,V0,2025-09-03
451447,76,M538,US01,0002,9,899.55,1,A1,2025-09-27
451448,70,M208,US01,0002,18,981.23,1,V0,2025-09-04
451449,53,M179,US01,0002,20,88.61,1,A0,2025-10-26
451450,97,M794,US01,0001,11,389.58,1,A1,2025-10-02
451450,50,M258,US01,0001,14,902.45,1,V0,2025-09-06
451450,29,M487,US01,0001,20,53.57,1,A0,2025-08-22
451451,67,M572,US01,0001,15,305.71,1,A0,2025-11-04
451451,63,M649,US01,0001,9,718.63,1,A1,2025-09-03
451451,31,M899,US01,0001,2,937.44,1,A0,2025-10-28
451451,98,M368,US01,0002,10,666.84,1,A0,2025-11-02
451452,64,M817,US01,0002,17,142.65,1,A0,2025-10-08
451452,74,M676,US01,0001,20,582.51,1,V0,2025-10-19
451453,40,M412,US01,0002,1,207.16,1,A0,2025-09-12
451453,81,M902,US01,0001,7,770.85,1,V0,2025-09-04
451453,51,M815,US01,0002,12,998.11,1,A1,2025-09-12
451453,60,M695,US01,0001,7,401.29,1,A1,2025-11-13
451454,36,M368,US01,0002,3,126.92,1,A0,2025-10-09
451454,19,M681,US01,0001,7,247.84,1,A0,2025-10-28
451455,79,M536,US01,0002,16,606.85,1,V0,2025-11-01
451455,29,M404,US01,0001,11,292.4,1,V0,2025-10-04
451456,20,M682,US01,0002,3,359.96,1,A1,2025-09-25
451457,14,M939,US01,0002,8,394.44,1,A0,2025-09-25
451458,19,M589,US01,0001,4,143.38,1,A1,2025-10-16
451458,67,M341,US01,0002,4,249.26,1,A0,2025-08-25
451459,61,M816,US01,0002,14,176.33,1,A0,2025-09-26
451459,15,M676,US01,0002,1,962.14,1,V0,2025-10-02
451459,43,M113,US01,0002,2,98.14,1,V0,2025-09-03
451460,75,M886,US01,0001,13,840.91,1,A0,2025-11-09
451460,63,M211,US01,0002,2,498.36,1,A0,2025-11-04
451461,80,M710,US01,0002,16,970.68,1,A1,2025-10-21
451461,15,M609,US01,0002,6,535.34,1,A1,2025-10-09
451462,42,M114,US01,0001,16,680.4,1,V0,2025-10-18
451462,24,M360,US01,0001,12,52.48,1,V0,2025-10-20
451462,40,M319,US01,0001,11,254.94,1,A0,2025-08-19
451463,98,M913,US01,0001,6,105.29,1,A0,2025-08-24
451463,70,M969,US01,0002,7,849.61,1,V0,2025-11-08
451464,28,M243,US01,0001,12,319.17,1,A1,2025-08-27
451464,37,M901,US01,0001,5,441.46,1,V0,2025-11-12
451464,45,M114,US01,0001,2,552.96,1,V0,2025-08-23
451464,16,M968,US01,0001,1,639.24,1,A1,2025-09-25
451465,85,M287,US01,0002,8,722.92,1,V0,2025-10-05
451466,57,M306,US01,0001,3,278.49,1,V0,2025-10-25
451466,57,M700,US01,0002,7,948.4,1,V0,2025-08-23
451466,43,M936,US01,0002,14,786.42,1,A0,2025-08-26
451467,79,M431,US01,0001,6,255.48,1,A1,2025-08-17
451468,79,M695,US01,0001,17,894.6,1,A0,2025-09-12
451468,44,M142,US01,0002,9,554.92,1,A0,2025-09-27
451469,42,M654,US01,0002,8,861.14,1,A0,2025-09-14
451470,13,M609,US01,0001,8,713.74,1,V0,2025-09-01
451471,72,M855,US01,0001,12,720.92,1,A1,2025-08-18
451471,47,M957,US01,0001,15,819.27,1,A0,2025-10-31
451471,26,M786,US01,0001,6,120.02,1,A1,2025-10-29
451471,31,M746,US01,0002,20,164.78,1,V0,2025-11-11
451472,94,M676,US01,0002,8,806.13,1,A1,2025-10-09
451472,54,M212,US01,0002,8,369.62,1,A0,2025-09-10
451473,43,M203,US01,0002,11,796.6,1,V0,2025-10-04
451473,31,M357,US01,0001,2,320.89,1,V0,2025-11-02
451474,52,M726,US01,0002,19,758.98,1,V0,2025-09-11
451474,18,M815,US01,0001,6,675.32,1,V0,2025-10-31
451475,46,M270,US01,0002,5,903.28,1,A0,2025-08-23
451475,93,M412,US01,0001,5,206.72,1,A0,2025-08-26
451475,32,M859,US01,0002,16,554.0,1,A1,2025-08-16
451476,47,M969,US01,0001,16,586.41,1,A1,2025-09-05
451476,43,M221,US01,0002,15,192.08,1,V0,2025-09-24
451476,28,M786,US01,0001,15,798.08,1,V0,2025-09-17
451477,61,M936,US01,0002,10,312.45,1,A0,2025-09-11
451477,77,M617,US01,0002,13,571.64,1,A0,2025-11-01
451478,85,M901,US01,0002,10,735.3,1,A1,2025-10-12
451478,29,M610,US01,0001,1,856.05,1,A0,2025-11-05
451479,30,M382,US01,0002,9,226.4,1,A0,2025-08-31
451479,14,M108,US01,0002,15,674.48,1,A1,2025-10-01
451479,98,M815,US01,0002,16,581.15,1,A1,2025-09-18
451479,16,M899,US01,0002,13,382.81,1,V0,2025-11-04
451480,24,M283,US01,0002,20,372.47,1,V0,2025-11-08
451480,72,M718,US01,0002,13,332.89,1,A1,2025-09-06
451480,10,M877,US01,0002,11,840.48,1,A0,2025-10-02
451481,60,M421,US01,0002,15,524.49,1,A0,2025-11-04
451481,69,M968,US01,0002,11,483.05,1,V0,2025-08-16
451481,34,M474,US01,0001,9,322.69,1,A1,2025-10-25
451482,83,M676,US01,0001,14,761.37,1,A1,2025-09-06
451483,70,M920,US01,0002,17,556.09,1,A0,2025-11-13
451483,94,M360,US01,0001,18,991.25,1,A1,2025-09-24
451484,61,M939,US01,0001,11,741.89,1,A1,2025-09-14
451484,75,M256,US01,0001,7,200.6,1,A0,2025-10-16
451485,15,M287,US01,0001,6,527.9,1,V0,2025-11-03
451486,83,M987,US01,0001,11,66.79,1,A0,2025-08-29
451487,87,M357,US01,0002,11,907.54,1,V0,2025-09-10
451488,90,M256,US01,0001,8,421.34,1,A1,2025-09-20
451489,57,M902,US01,0002,11,621.57,1,A1,2025-08-19
451490,13,M160,US01,0002,16,732.76,1,A0,2025-11-02
451491,35,M319,US01,0001,5,147.22,1,A0,2025-10-01
451491,42,M870,US01,0002,8,524.92,1,A1,2025-10-03
451492,24,M459,US01,0002,15,272.25,1,V0,2025-09-26
451492,47,M792,US01,0001,20,771.57,1,A1,2025-10-28
451492,61,M609,US01,0001,19,848.21,1,V0,2025-08-18
451493,42,M901,US01,0001,20,118.8,1,V0,2025-09-29
451493,60,M748,US01,0002,8,181.01,1,V0,2025-09-02
451493,95,M289,US01,0002,2,510.68,1,A0,2025-09-30
451494,75,M853,US01,0001,12,370.23,1,A0,2025-10-23
451494,16,M262,US01,0001,17,149.72,1,A1,2025-10-30
451495,29,M954,US01,0001,4,575.36,1,A1,2025-11-01
451495,37,M686,US01,0002,14,167.38,1,A1,2025-10-18
451495,20,M609,US01,0001,15,806.05,1,V0,2025-11-01
451495,52,M805,US01,0001,4,392.23,1,A0,2025-09-20
451496,67,M902,US01,0002,16,424.7,1,V0,2025-08-21
451496,27,M211,US01,0002,1,677.6,1,A0,2025-09-20
451496,21,M354,US01,0002,14,717.7,1,V0,2025-08-27
451496,72,M981,US01,0002,11,187.4,1,V0,2025-09-26
451497,51,M287,US01,0001,9,994.57,1,A1,2025-10-15
451497,39,M969,US01,0001,2,452.0,1,A0,2025-09-29
451497,54,M920,US01,0001,6,606.72,1,V0,2025-09-19
451498,28,M270,US01,0001,19,891.87,1,A1,2025-10-12
451498,48,M878,US01,0002,11,676.77,1,A0,2025-09-30
451499,45,M760,US01,0002,11,665.65,1,A0,2025-10-04
451500,62,M421,US01,0001,5,532.55,1,A1,2025-10-17
451500,74,M939,US01,0002,14,197.91,1,V0,2025-09-01
451500,22,M969,US01,0002,8,635.5,1,A0,2025-09-07
451500,78,M669,US01,0002,10,288.38,1,A0,2025-09-14
451501,11,M920,US01,0001,6,458.69,1,A0,2025-08-30
451501,71,M293,US01,0002,5,231.14,1,V0,2025-09-16
451501,16,M179,US01,0001,7,793.47,1,V0,2025-11-09
451502,64,M536,US01,0002,7,593.79,1,A1,2025-08-27
451502,27,M750,US01,0002,7,66.33,1,A0,2025-11-07
451502,10,M357,US01,0002,12,880.58,1,V0,2025-09-15
451503,49,M166,US01,0002,7,709.56,1,A1,2025-10-12
451503,33,M416,US01,0001,3,481.93,1,A1,2025-10-28
451503,57,M940,US01,0002,8,969.06,1,A1,2025-11-09
451504,34,M453,US01,0001,10,731.73,1,A0,2025-09-21
451504,72,M799,US01,0001,14,619.62,1,A0,2025-10-14
451504,82,M646,US01,0002,17,577.42,1,A0,2025-09-15
451505,50,M127,US01,0002,6,505.1,1,A1,2025-10-12
451505,63,M373,US01,0002,2,847.14,1,A0,2025-08-21
451506,33,M991,US01,0001,2,559.46,1,A0,2025-09-08
451506,73,M289,US01,0001,19,870.1,1,V0,2025-10-24
451506,77,M381,US01,0001,17,418.81,1,A1,2025-09-20
451506,25,M676,US01,0002,20,672.74,1,A0,2025-10-06
451507,91,M786,US01,0001,10,102.75,1,A1,2025-10-25
451507,45,M710,US01,0001,18,638.3,1,V0,2025-09-05
451507,88,M249,US01,0001,18,732.19,1,A0,2025-10-28
451507,77,M850,US01,0002,10,925.31,1,V0,2025-10-15
451508,66,M604,US01,0002,17,697.96,1,A1,2025-08-30
451508,95,M859,US01,0001,9,929.0,1,A0,2025-10-27
451508,45,M258,US01,0001,15,884.65,1,A1,2025-10-06
451508,47,M682,US01,0001,8,303.96,1,A0,2025-11-09
451509,12,M431,US01,0001,9,912.53,1,A0,2025-09-07
451509,33,M107,US01,0001,9,573.89,1,A1,2025-10-12
451509,94,M987,US01,0002,20,444.09,1,A0,2025-08-19
451510,50,M689,US01,0002,16,649.37,1,V0,2025-10-28
451511,64,M710,US01,0001,11,772.73,1,V0,2025-10-08
451511,74,M669,US01,0001,19,648.24,1,V0,2025-10-26
451512,84,M211,US01,0002,4,664.96,1,A1,2025-11-05
451512,16,M254,US01,0002,8,149.29,1,A0,2025-10-10
451512,89,M714,US01,0001,18,755.26,1,A0,2025-09-26
451512,28,M718,US01,0001,8,416.64,1,A0,2025-09-21
451513,52,M160,US01,0002,9,521.65,1,V0,2025-09-22
451513,31,M502,US01,0001,12,928.13,1,A0,2025-09-27
451513,44,M382,US01,0002,19,492.63,1,V0,2025-08-25
451513,17,M816,US01,0002,6,944.16,1,A0,2025-09-13
451514,36,M431,US01,0001,9,255.87,1,A1,2025-10-29
451514,92,M281,US01,0001,16,943.33,1,A1,2025-09-14
451515,12,M257,US01,0001,10,756.18,1,A1,2025-09-15
451515,12,M877,US01,0001,9,314.03,1,V0,2025-09-20
451515,59,M843,US01,0001,13,127.17,1,A0,2025-11-02
451516,47,M360,US01,0002,2,137.1,1,V0,2025-09-05
451516,28,M961,US01,0001,10,404.98,1,V0,2025-09-04
451517,80,M502,US01,0001,7,893.21,1,A1,2025-08-18
451517,21,M230,US01,0002,9,618.46,1,A0,2025-09-07
